bcookie,timestamp,ST_act_d1,ST_act_d2,ST_act_d3,ST_act_d4,ST_act_d5,ST_act_d6,ST_act_d7,ST_dwelltime_d1,ST_dwelltime_d2,ST_dwelltime_d3,ST_dwelltime_d4,ST_dwelltime_d5,ST_dwelltime_d6,ST_dwelltime_d7,ST_num_sessions_d1,ST_num_sessions_d2,ST_num_sessions_d3,ST_num_sessions_d4,ST_num_sessions_d5,ST_num_sessions_d6,ST_num_sessions_d7,ST_pageviews_d1,ST_pageviews_d2,ST_pageviews_d3,ST_pageviews_d4,ST_pageviews_d5,ST_pageviews_d6,ST_pageviews_d7,ST_cliks_d1,ST_cliks_d2,ST_cliks_d3,ST_cliks_d4,ST_cliks_d5,ST_cliks_d6,ST_cliks_d7,cluster
4url6599ii059,1401749559,1,1,1,1,1,0,0,411,79,373,420,1029,0,0,2,1,2,1,2,0,0,2,1,3,3,2,0,0,5,2,13,7,16,0,0,engaged
4us4rmt8mhtrr,1402263632,1,1,0,0,0,0,0,67,26,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,churned
4us8jbt5epmls,1402097559,1,0,0,0,0,0,0,93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
4v1dr1d9583eb,1402003620,1,1,1,1,1,1,1,3562,374,469,1735,346,1901,2817,3,4,3,3,4,3,5,6,4,4,4,4,7,11,8,1,3,0,4,4,0,engaged
4v2kppt9ieb6g,1402035084,1,1,1,0,0,0,0,876,70,278,0,0,0,0,3,1,2,0,0,0,0,4,1,1,0,0,0,0,10,1,2,0,0,0,0,engaged
4v39sb99kfil9,1401765701,1,0,0,0,0,0,1,0,0,0,0,0,0,221,1,0,0,0,0,0,1,1,0,0,0,0,0,1,11,0,0,0,0,0,0,churned
4v7v3nh9m34l3,1401730008,1,0,0,0,0,0,0,275,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,churned
4v9o8p99n2jcv,1401723301,1,1,0,1,0,1,1,1122,1089,0,2553,0,232,122,1,3,0,2,0,1,1,3,4,0,6,0,1,1,3,6,0,5,0,2,1,churned
4va98819op1jm,1401806736,1,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,engaged
4vbrcfp97ljt1,1401734802,1,0,0,1,0,0,0,0,0,0,444,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,churned
4vddvj598lj9e,1401928476,1,0,0,0,1,1,0,31,0,0,0,338,201,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,engaged
4vdo7fp9ahmrl,1401733773,1,1,1,0,0,0,0,0,20,117,0,0,0,0,1,1,1,0,0,0,0,1,1,3,0,0,0,0,2,0,0,0,0,0,0,engaged
4veer7578ei2a,1402081498,1,0,0,0,0,0,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,churned
4vh8ald7ndv34,1401766898,1,0,0,0,0,0,0,1445,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
4vnht4d9i0l36,1401963721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,engaged
4vnquul83fsbh,1401887355,1,0,0,0,1,0,0,71,0,0,0,4,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,engaged
4vnt0gp939chk,1401825507,1,1,0,0,0,0,0,782,1845,0,0,0,0,0,2,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,engaged
4vpj5sl9fkuhi,1401717717,1,1,1,1,1,0,1,227,110,493,459,173,0,138,1,1,2,2,2,0,2,1,1,2,2,4,0,3,10,1,2,2,6,0,1,engaged
4vqrhf193od65,1401797861,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,engaged
4vvpkld6hsgjo,1402005270,1,1,0,1,0,0,0,114,164,0,81,0,0,0,2,2,0,1,0,0,0,2,2,0,1,0,0,0,4,0,0,0,0,0,0,engaged
5004s2p9kobqv,1402151448,1,0,0,0,0,1,0,107,0,0,0,0,137,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,engaged
50101h9997q1c,1401840263,1,0,0,0,0,0,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,engaged
502n9a19nt2kd,1401849631,1,0,0,0,0,0,0,141,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
50331ul9eda1a,1401699764,1,1,0,1,0,1,1,1277,524,0,411,0,1594,3406,2,2,0,1,0,3,2,5,5,0,2,0,9,4,17,8,0,3,0,14,4,engaged
5048fap9n9btu,1401677144,1,1,1,1,1,1,1,1800,323,2739,896,511,811,184,4,1,4,4,2,1,1,7,1,6,4,3,1,1,10,1,5,3,5,0,1,engaged
507kpkd9kphrd,1401847405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
508jbjt9hbp1i,1401893476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
50am5nh9kkejk,1401712937,1,0,0,0,1,0,0,78,0,0,0,39,0,0,1,0,0,0,1,0,0,5,0,0,0,1,0,0,6,0,0,0,0,0,0,engaged
50b3tht975dui,1401715403,1,1,0,1,0,0,1,0,921,0,247,0,0,163,1,2,0,1,0,0,1,1,2,0,1,0,0,1,4,0,1,0,0,1,0,engaged
50bu7d99nqaoo,1401736363,1,1,1,1,1,1,1,854,626,548,321,287,50,112,3,2,1,3,2,1,1,6,6,2,4,4,1,2,2,0,4,2,1,1,0,engaged
50deoel84ml4m,1401758164,1,1,0,0,0,0,0,128,400,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,engaged
50e031h9mrbi1,1402088349,1,1,0,1,0,1,0,1729,263,0,88,0,189,0,1,1,0,1,0,2,0,2,2,0,1,0,3,0,3,4,0,2,0,4,0,engaged
50eqve5823jcq,1401994766,1,0,0,0,0,0,0,176,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,engaged
50f19c1763ooh,1401799313,1,0,1,0,0,0,0,1245,0,373,0,0,0,0,1,0,1,0,0,0,0,4,0,2,0,0,0,0,12,0,2,0,0,0,0,churned
50gdhcd9mssl3,1401935824,1,0,1,1,0,0,0,78,0,238,267,0,0,0,1,0,1,1,0,0,0,1,0,1,3,0,0,0,2,0,0,8,0,0,0,engaged
50gt38l9b3tl2,1402096664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
50iojb999qiko,1402083945,1,1,0,0,0,0,0,537,48,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,3,2,0,0,0,0,0,engaged
50jgesh869kg4,1401832311,1,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
50k3s9h8ts73j,1401843243,1,0,0,0,0,1,1,1341,0,0,0,0,531,139,2,0,0,0,0,1,1,4,0,0,0,0,4,1,12,0,0,0,0,6,3,engaged
50k88199h1m2d,1401972818,1,1,1,0,1,0,1,52,130,51,0,535,0,1188,1,1,1,0,3,0,1,1,1,1,0,3,0,2,12,0,0,0,0,0,0,engaged
50kdvu59f00i0,1402005020,1,0,0,1,0,1,0,111,0,0,56,0,56,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,2,0,1,0,engaged
50lanop87c37e,1401736379,1,1,0,0,0,0,1,1009,98,0,0,0,0,267,2,1,0,0,0,0,3,3,1,0,0,0,0,3,3,0,0,0,0,0,3,engaged
50mivtp7u2csk,1402264251,1,0,0,0,0,0,0,2324,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,churned
50oh9i196v6qu,1401794866,1,1,0,0,0,0,0,767,175,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,engaged
50srqj98nhj40,1401674845,1,0,0,0,0,1,0,0,0,0,0,0,956,0,1,0,0,0,0,2,0,1,0,0,0,0,3,0,39,0,0,0,0,0,0,engaged
50u4be19nhq4j,1401760375,1,1,1,0,1,1,0,103,261,191,0,46,62,0,1,1,1,0,2,1,0,1,1,1,0,2,1,0,1,1,1,0,2,1,0,engaged
50v9al99n3a9s,1401803807,1,1,0,1,1,1,0,1059,1607,0,658,375,828,0,4,5,0,2,1,2,0,5,4,0,2,1,2,0,17,0,0,3,2,13,0,engaged
513t6kl9obq2i,1401968774,1,0,0,0,0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,engaged
516cfg99mj751,1402189781,1,1,1,0,1,0,0,312,155,68,0,41,0,0,2,1,1,0,1,0,0,4,4,1,0,1,0,0,7,12,9,0,1,0,0,engaged
516p2l59oib4e,1401849232,1,0,0,0,0,0,0,131,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,churned
517k5p19gnlg6,1402193913,1,0,0,0,0,0,0,63,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
519jmgt8rfdl1,1402111236,1,1,1,1,0,1,0,129,1171,597,1008,0,2381,0,1,1,2,1,0,2,0,2,4,6,2,0,12,0,0,0,0,0,0,0,0,engaged
51bs8fh9mv79b,1402110245,1,1,0,0,0,0,1,248,454,0,0,0,0,561,2,1,0,0,0,0,2,4,4,0,0,0,0,2,2,1,0,0,0,0,0,engaged
51cjjd59hsp95,1401807746,1,0,0,0,0,1,0,0,0,0,0,0,170,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,engaged
51er3tt90kphd,1402192953,1,0,0,1,0,0,0,1673,0,0,541,0,0,0,2,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,27,0,0,0,engaged
51hnuq59ithfq,1401836403,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
51mbgfh90s1u4,1401787120,1,0,0,1,0,0,1,950,0,0,247,0,0,0,2,0,0,1,0,0,1,8,0,0,1,0,0,1,3,0,0,1,0,0,0,engaged
51ob34l9kaqu7,1402149597,1,0,0,1,0,1,1,61,0,0,244,0,29,78,1,0,0,2,0,1,1,1,0,0,3,0,1,1,1,0,0,5,0,1,1,engaged
51ofred9nncvr,1401720794,1,0,1,0,0,0,0,1058,0,178,0,0,0,0,3,0,1,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,engaged
51qgg6p944408,1401711042,1,1,1,0,1,1,1,264,233,1082,0,64,13,1616,1,1,0,0,1,1,1,1,1,2,0,1,1,1,1,1,2,0,1,0,4,engaged
51quoo98vl94u,1401893854,1,0,0,0,0,0,0,1526,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,engaged
51tib6p9p1vsc,1402060288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,engaged
51u6mul9o6a1j,1402140366,1,0,0,0,0,0,0,477,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,churned
52002st9k2226,1402023186,1,0,0,0,0,1,0,1526,0,0,0,0,446,0,2,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,churned
5262vfp9l94ko,1401892830,1,1,0,1,1,0,0,6049,615,0,2069,6663,0,0,2,2,0,2,1,0,0,18,3,0,6,4,0,0,157,34,0,93,265,0,0,engaged
526bd1p9euanm,1401757522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
529pj599oo60t,1401761399,1,0,1,0,0,1,0,1693,0,478,0,0,418,0,1,0,1,0,0,2,0,3,0,1,0,0,3,0,2,0,5,0,0,5,0,engaged
52a8oqp9mf9ej,1401708725,1,0,0,0,1,0,1,152,0,0,0,32,0,14,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,engaged
52anop59fog5f,1401672021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
52e4ja59et0sd,1402098141,1,1,1,0,0,0,0,545,56,285,0,0,0,0,3,1,1,0,0,0,0,6,1,2,0,0,0,0,12,0,1,0,0,0,0,churned
52en6e99nfngv,1401731249,1,0,0,0,1,0,0,0,0,0,0,97,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,0,churned
52h11ud9o5joi,1401811886,1,0,0,0,1,1,0,364,0,0,0,0,186,0,2,0,0,0,1,1,0,3,0,0,0,1,1,0,4,0,0,0,0,0,0,engaged
52jb8j56av697,1401806041,1,0,0,0,1,0,0,272,0,0,0,100,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,2,0,0,engaged
52k0fml9oervg,1402078088,1,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
52liv8993pdu3,1402157741,1,0,0,0,0,0,0,121,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
52lodtt9npip6,1401727459,1,0,1,1,0,0,0,458,0,348,215,0,0,0,1,0,3,2,0,0,0,3,0,4,2,0,0,0,2,0,2,1,0,0,0,engaged
52mnn9d9jqrpc,1401806085,1,1,1,0,0,1,1,1041,0,739,0,0,82,75,4,2,2,0,0,1,2,5,2,2,0,0,1,2,5,0,0,0,0,1,11,engaged
52ndbv99if822,1401761861,1,0,1,0,1,1,0,2694,0,19,0,1423,4215,0,2,0,2,0,1,3,0,9,0,2,0,1,6,0,44,0,1,0,5,12,0,engaged
52pm4ld8o175d,1401772348,1,0,0,0,0,0,0,377,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,engaged
52qk7l587bn93,1401914701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
52t9h4181lp39,1401750804,1,0,0,1,0,1,0,0,0,0,1656,0,424,0,1,0,0,1,0,2,0,1,0,0,5,0,3,0,6,0,3,0,0,0,0,engaged
52v9dr19ovhtj,1401937456,1,1,1,0,0,0,0,591,379,63,0,0,0,0,1,2,1,0,0,0,0,3,3,1,0,0,0,0,5,4,1,0,0,0,0,churned
53525i18jqns1,1402032808,1,0,0,0,0,0,0,494,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,engaged
53649n19m3r9a,1401674020,1,1,0,1,0,0,1,280,188,0,0,0,0,72,2,1,0,1,0,0,2,3,1,0,1,0,0,2,1,0,0,0,0,1,0,engaged
53859rl9m6t03,1401814761,1,1,0,0,0,0,1,58,160,0,0,0,0,6,3,2,0,0,0,0,1,3,3,0,0,0,0,1,4,6,0,0,0,0,0,churned
5391r5l9o97cp,1401988227,1,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,engaged
539bv0573b95g,1401746161,1,1,0,0,0,0,1,11,42,0,0,0,0,96,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,2,0,0,0,0,0,engaged
539gd5t9m7vh9,1401927762,1,1,0,0,1,0,1,57,80,0,0,244,0,117,1,1,0,0,1,0,1,2,1,0,0,1,0,1,2,0,0,0,1,0,1,engaged
53aid1t8mm6tr,1401942558,1,0,0,0,0,1,0,283,0,0,0,0,113,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4,0,0,0,0,1,0,engaged
53d59h19ot5sp,1402143684,1,0,0,0,1,0,1,833,0,0,0,581,0,431,2,0,0,0,1,0,1,5,0,0,0,2,0,1,15,0,0,0,4,0,3,engaged
53f1bap8qft84,1401766053,1,0,1,0,1,0,1,481,0,243,0,580,0,160,2,0,1,0,1,0,1,3,0,1,0,1,0,1,7,0,1,0,1,0,0,engaged
53gt10t8ivc8n,1401794839,1,1,1,1,1,0,1,90,470,91,184,48,0,186,2,4,1,1,1,0,2,2,4,1,1,1,0,3,2,3,0,7,0,0,1,engaged
53hmbi59obo1r,1401747020,1,1,1,0,1,1,1,536,2215,4275,0,504,2665,495,2,2,5,0,1,4,1,3,8,13,0,2,7,2,4,10,26,0,4,16,9,engaged
53j1jpl8lhd2n,1401724212,1,1,1,1,1,0,1,2010,3202,1387,25,29,0,3840,7,5,3,2,1,0,4,12,9,8,2,1,0,15,26,13,15,3,8,0,181,engaged
53l6cpt9i8vef,1402105529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
53lqd1l981t43,1402152241,1,0,0,0,0,0,0,972,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,churned
53np24h9bbd1v,1401924880,1,1,1,0,0,0,0,1257,105,69,0,0,0,0,2,1,1,0,0,0,0,5,1,1,0,0,0,0,7,1,0,0,0,0,0,engaged
53oeell90ksgn,1401718804,1,1,1,1,1,0,1,1115,2321,540,49,1019,0,826,4,4,2,1,1,0,2,4,4,2,1,2,0,3,8,13,14,6,3,0,26,engaged
53p5bdp9mcbva,1401691672,1,0,0,0,1,0,0,81,0,0,0,271,0,0,2,0,0,0,1,0,0,2,0,0,0,2,0,0,2,0,0,0,3,0,0,engaged
53p6ne58hm5uj,1401747227,1,0,0,0,1,0,1,681,0,0,0,207,0,2828,1,0,0,0,1,0,1,1,0,0,0,2,0,2,4,0,0,0,2,0,44,engaged
53qteot8pubp5,1401810174,1,0,0,0,0,0,0,157,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,churned
53r1t7l9ghea3,1401738536,1,1,1,0,1,1,1,288,260,0,0,374,37,0,2,1,1,0,1,1,1,4,2,0,0,2,2,1,3,1,1,0,2,1,0,engaged
53rur0l799vne,1402038942,1,0,0,0,0,1,0,107,0,0,0,0,445,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,engaged
53sij2t91n74o,1401770221,1,0,0,1,0,0,0,432,0,0,226,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,engaged
53vha1595obfk,1401922732,1,0,0,0,0,0,0,417,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
542035t9o1fmd,1401917905,1,0,0,0,0,1,0,10,0,0,0,0,53,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,12,0,churned
54378rh8o93qu,1401737036,1,1,0,1,1,1,1,657,655,0,90,64,2032,3122,1,1,0,1,1,1,3,1,1,0,1,1,7,12,2,2,0,1,0,7,13,engaged
544jeb199iul0,1401757719,1,0,1,0,0,0,1,483,0,135,0,0,0,884,2,0,1,0,0,0,1,4,0,1,0,0,0,4,52,0,10,0,0,0,10,engaged
546ohjd9joqvq,1401890075,1,0,0,0,0,0,0,8639,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,51,0,0,0,0,0,0,engaged
546r5at85hgq1,1401710311,1,1,1,0,0,0,1,142,184,60,0,0,0,137,1,1,1,0,0,0,1,1,1,1,0,0,0,1,2,1,3,0,0,0,1,engaged
548niq58v0d9b,1401802149,1,0,0,0,0,0,1,46,0,0,0,0,0,93,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,engaged
549a34l9j35i1,1402152490,1,0,0,0,0,1,0,39,0,0,0,0,48,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,6,0,0,0,0,1,0,churned
54bn32t96ebdg,1401896933,1,0,0,0,1,0,0,1515,0,0,0,56,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,churned
54brddp88at25,1401882633,1,0,0,0,0,0,0,222,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,churned
54fa1g99m1gfq,1402062473,1,1,0,0,0,0,0,0,3583,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,engaged
54gf25d9b6rgv,1401896416,1,0,0,1,0,1,0,1529,0,0,0,0,128,0,4,0,0,1,0,1,0,6,0,0,1,0,1,0,16,0,0,0,0,6,0,engaged
54irut59i3rk4,1401740481,1,0,1,0,0,0,1,193,0,248,0,0,0,181,1,0,2,0,0,0,1,2,0,4,0,0,0,1,3,0,6,0,0,0,3,engaged
54ore199p4558,1402136632,1,0,0,0,0,0,1,2019,0,0,0,0,0,57,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,1,engaged
54qu9j99ndmka,1401938198,1,0,0,0,0,0,0,425,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,engaged
54stdlp9925n9,1402077150,1,0,0,0,0,0,0,74,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,engaged
54vsh5l9niq5n,1401700958,1,1,1,1,1,0,1,1691,1908,1684,1020,1425,0,210,3,2,3,3,1,0,1,40,23,18,13,23,0,1,49,24,27,75,30,0,1,engaged
553e6ll93epd7,1402076890,1,0,1,0,0,0,0,80,0,71,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,engaged
556r60h9o9c5k,1401878937,1,0,0,0,0,1,0,302,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,churned
5570ohd76ffmn,1401817289,1,0,0,1,0,1,1,22,0,0,7,0,638,648,2,0,0,1,0,1,4,2,0,0,1,0,4,5,8,0,0,0,0,0,0,engaged
558tiit8v5nco,1401941353,1,1,0,0,0,0,0,341,168,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,engaged
559q0dl8rc2uk,1401920643,1,0,1,0,1,1,1,227,0,892,0,97,123,33,1,0,1,0,2,1,1,1,0,2,0,1,1,1,1,0,2,0,2,1,3,engaged
55c6sf196amct,1401915474,1,1,0,0,1,1,1,113,1444,0,0,178,710,40,1,3,0,0,1,1,1,1,6,0,0,1,2,1,1,4,0,0,14,1,1,engaged
55diau199n98r,1402003044,1,1,0,1,1,0,1,308,128,0,450,2050,0,256,2,2,0,3,1,0,4,2,2,0,4,2,0,4,4,0,0,5,27,0,0,engaged
55gdf1h9jkg2q,1401685826,1,0,1,1,0,1,0,479,0,183,611,0,44,0,1,0,1,1,0,1,0,1,0,1,4,0,1,0,2,0,0,1,0,0,0,engaged
55jnh4l64ujgt,1401719229,1,0,0,0,0,0,0,194,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
55m219l9jb35a,1401986767,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,engaged
55n995t9arpce,1401759605,1,0,0,0,0,1,0,0,0,0,0,0,36,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,engaged
55ntec17il7gp,1402061845,1,0,0,0,0,0,0,105,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,churned
55s6sql9knc3i,1402227615,1,0,0,0,0,0,0,1565,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
55ts8gp85vg0a,1402098090,1,1,1,0,0,0,0,73,0,138,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,engaged
55umv9990qh80,1401853367,1,1,0,1,0,0,0,0,0,0,25,0,0,0,1,1,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,engaged
560eq8h9p7uuk,1402207230,1,0,0,0,0,0,0,49,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
562jad19l2it1,1402117161,1,0,1,1,0,1,0,430,0,50,104,0,17,0,2,0,1,1,0,1,0,2,0,1,1,0,1,0,7,0,1,2,0,1,0,engaged
562mdd59m21el,1401769919,1,0,0,0,1,0,1,36,0,0,0,1267,0,0,1,0,0,0,1,0,2,2,0,0,0,6,0,2,3,0,0,0,28,0,0,engaged
564qev998vihd,1401920859,1,0,0,0,0,0,1,33,0,0,0,0,0,128,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,churned
565dvd99and63,1402115460,1,0,0,0,0,0,0,1370,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,engaged
565g59d9dtib4,1401916750,1,0,0,0,0,0,0,287,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,engaged
567sood9lv52k,1401960184,1,0,0,0,0,0,0,717,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,churned
5683skh9abpfj,1401717574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
56cuee54k0qkt,1402265284,1,0,1,0,0,0,0,160,0,466,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,churned
56effqh8k5vqb,1401722019,1,1,1,0,1,0,0,0,394,2453,0,66,0,0,2,1,2,0,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,engaged
56efj2l9bu190,1402012240,1,0,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
56fadbd8jp4hp,1402091313,1,0,0,0,0,0,0,94,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,churned
56mocfd9des1l,1401889766,1,0,0,0,0,0,0,2239,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,engaged
56odko59opj3q,1401846367,1,0,0,0,0,1,0,28,0,0,0,0,587,0,1,0,0,0,0,2,0,1,0,0,0,0,5,0,1,0,0,0,0,7,0,engaged
56ojkdd8remtd,1401732294,1,0,0,0,1,0,1,3534,0,0,0,2954,0,1070,2,0,0,0,1,0,2,1,0,0,0,2,0,3,6,0,0,0,4,0,7,engaged
